
Predictions were generated on 20-Aug-2026 at 20:12:08 using AeroDyn_driver, compiled on Jul 29 2026 at 22:07:45 as a 64-bit application using single precision at commit c808d7f8-dirty
 AeroDyn



 Time        Case        HWindSpeedX HWindSpeedY HWindSpeedZ ShearExp    PtfmSurge   PtfmSway    PtfmHeave   PtfmRoll    PtfmPitch   PtfmYaw     Yaw         Azimuth     RotSpeed    BldPitch1   BldPitch2   BldPitch3   RtAeroPwr   RtAeroFxh   RtAeroFyh   RtAeroFzh   RtAeroMxh   RtAeroMyh   RtAeroMzh   RtAeroFxi   RtAeroFyi   RtAeroFzi   RtAeroMxi   RtAeroMyi   RtAeroMzi   B1AeroFx    B1AeroFy    B1AeroFz    B1AeroMx    B1AeroMy    B1AeroMz    B2AeroFx    B2AeroFy    B2AeroFz    B2AeroMx    B2AeroMy    B2AeroMz    B3AeroFx    B3AeroFy    B3AeroFz    B3AeroMx    B3AeroMy    B3AeroMz    RtVAvgxh    RtFldCp     RtFldCt     RtArea      RtSpeed     RtTSR       TwN1Fby     TwN1Fbx     TwN1Fbz     TwN1Mby     TwN1Mbx     TwN1Mbz    
 (s)         (-)         (m/s)       (m/s)       (m/s)       (-)         (m)         (m)         (m)         (deg)       (deg)       (deg)       (deg)       (deg)       (rpm)       (deg)       (deg)       (deg)       (W)         (N)         (N)         (N)         (N-m)       (N-m)       (N-m)       (N)         (N)         (N)         (N-m)       (N-m)       (N-m)       (N)         (N)         (N)         (N-m)       (N-m)       (N-m)       (N)         (N)         (N)         (N-m)       (N-m)       (N-m)       (N)         (N)         (N)         (N-m)       (N-m)       (N-m)       (m/s)       (-)         (-)         (m^2)       (rpm)       (-)         INVALID     INVALID     INVALID     INVALID     INVALID     INVALID    
     3.6300  1.00000000E+00             1.19479160E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.23347384E-01            -5.35632968E-02            -1.45911142E-01            -9.90117863E-02            -2.45489895E-01             2.21898720E-01             0.00000000E+00             4.46074754E-01             7.43073300E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             7.48435986E+03             1.93762375E+05            -1.33803360E+02             1.82845972E+03             1.00335781E+06             5.59457625E+05            -1.87122406E+05             1.92198438E+05             5.94765625E+02            -2.46298008E+04             9.66890562E+05             5.64724875E+05            -3.17715500E+05             6.99371797E+04            -9.09563477E+03             2.24280298E+03             3.19190750E+05             3.79765700E+06            -5.32305664E+04             6.03439922E+04            -8.08783154E+03             1.80773047E+03             2.94609281E+05             3.15164275E+06            -4.38423008E+04             6.40602227E+04            -9.29725195E+03             1.92434583E+03             3.18485844E+05             3.35272025E+06            -5.09319219E+04             1.20148611E+01             1.26904619E-04             3.94739844E-02             5.55155820E+04             7.12311864E-02             8.25301334E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.6400  1.00000000E+00             1.19479132E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.25639689E-01            -5.37964292E-02            -1.46289632E-01            -9.92137119E-02            -2.47135684E-01             2.22918406E-01             0.00000000E+00             4.50603455E-01             7.50879198E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             7.56454785E+03             1.93772641E+05            -1.35071121E+02             1.82653699E+03             1.00324694E+06             5.60505875E+05            -1.87683391E+05             1.92208938E+05             5.96744141E+02            -2.46284746E+04             9.66705250E+05             5.65808500E+05            -3.18179250E+05             6.99500938E+04            -9.09661133E+03             2.24349146E+03             3.19253094E+05             3.79862250E+06            -5.32319375E+04             6.03381797E+04            -8.08871924E+03             1.80747449E+03             2.94681125E+05             3.15125550E+06            -4.38323047E+04             6.40634297E+04            -9.29421777E+03             1.92452161E+03             3.18243625E+05             3.35296025E+06            -5.09342656E+04             1.20151424E+01             1.28255269E-04             3.94742265E-02             5.55155820E+04             7.20023215E-02             8.34216401E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.6500  1.00000000E+00             1.19479103E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.27936733E-01            -5.40294871E-02            -1.46669239E-01            -9.94128808E-02            -2.48784080E-01             2.23939002E-01             0.00000000E+00             4.55122203E-01             7.52375126E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             7.58048828E+03             1.93781922E+05            -1.36213425E+02             1.82766211E+03             1.00326769E+06             5.61650500E+05            -1.87753219E+05             1.92218875E+05             5.98818359E+02            -2.46239590E+04             9.66717250E+05             5.66985375E+05            -3.18173000E+05             6.99633594E+04            -9.09769336E+03             2.24413330E+03             3.19308938E+05             3.79955200E+06            -5.32390195E+04             6.03355547E+04            -8.08882520E+03             1.80731738E+03             2.94685656E+05             3.15103650E+06            -4.38292070E+04             6.40621133E+04            -9.29380469E+03             1.92440320E+03             3.18202094E+05             3.35281475E+06            -5.09340938E+04             1.20154095E+01             1.28516942E-04             3.94743569E-02             5.55155820E+04             7.21525550E-02             8.35938379E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.6600  1.00000000E+00             1.19479074E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.30238456E-01            -5.42624593E-02            -1.47049844E-01            -9.96092856E-02            -2.50435084E-01             2.24960461E-01             0.00000000E+00             4.59649861E-01             7.53864571E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             7.59541602E+03             1.93790922E+05            -1.36711136E+02             1.82939172E+03             1.00328950E+06             5.62790438E+05            -1.88269984E+05             1.92228625E+05             6.01533203E+02            -2.46187676E+04             9.66669375E+05             5.68161125E+05            -3.18609250E+05             6.99764844E+04            -9.09875000E+03             2.24477075E+03             3.19364219E+05             3.80047575E+06            -5.32460352E+04             6.03293594E+04            -8.08858105E+03             1.80698022E+03             2.94674219E+05             3.15056400E+06            -4.38233516E+04             6.40642031E+04            -9.29374023E+03             1.92445654E+03             3.18178000E+05             3.35291275E+06            -5.09364922E+04             1.20156584E+01             1.28762040E-04             3.94745581E-02             5.55155820E+04             7.22930655E-02             8.37549046E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.6700  1.00000000E+00             1.19479046E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.32544887E-01            -5.44953384E-02            -1.47431284E-01            -9.98029038E-02            -2.52088636E-01             2.25982741E-01             0.00000000E+00             4.64199692E-01             7.56823123E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             7.62631348E+03             1.93799609E+05            -1.37998581E+02             1.82973621E+03             1.00327312E+06             5.63930062E+05            -1.88399578E+05             1.92237875E+05             6.03469727E+02            -2.46148770E+04             9.66636500E+05             5.69333500E+05            -3.18656250E+05             6.99895312E+04            -9.09978320E+03             2.24542285E+03             3.19420781E+05             3.80140950E+06            -5.32516602E+04             6.03260977E+04            -8.08885938E+03             1.80680627E+03             2.94694500E+05             3.15031700E+06            -4.38192070E+04             6.40631367E+04            -9.29259766E+03             1.92437390E+03             3.18084625E+05             3.35280625E+06            -5.09354219E+04             1.20159025E+01             1.29277949E-04             3.94747257E-02             5.55155820E+04             7.25883394E-02             8.40952694E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.6800  1.00000000E+00             1.19479017E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.34855968E-01            -5.47281131E-02            -1.47813424E-01            -9.99937356E-02            -2.53744632E-01             2.27005914E-01             0.00000000E+00             4.68791395E-01             7.62466192E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             7.68404004E+03             1.93808234E+05            -1.39073990E+02             1.82910486E+03             1.00319900E+06             5.65058750E+05            -1.88960078E+05             1.92246938E+05             6.05625000E+02            -2.46119082E+04             9.66487812E+05             5.70498250E+05            -3.19121750E+05             7.00025703E+04            -9.10077441E+03             2.24610425E+03             3.19481031E+05             3.80237325E+06            -5.32548984E+04             6.03194297E+04            -8.08927246E+03             1.80649390E+03             2.94733688E+05             3.14985700E+06            -4.38088086E+04             6.40654180E+04            -9.29046191E+03             1.92449060E+03             3.17912625E+05             3.35297125E+06            -5.09377500E+04             1.20161343E+01             1.30248984E-04             3.94749604E-02             5.55155820E+04             7.31431916E-02             8.47364515E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.6900  1.00000000E+00             1.19478989E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.37171698E-01            -5.49607724E-02            -1.48196101E-01            -1.00181788E-01            -2.55403072E-01             2.28029862E-01             0.00000000E+00             4.73431855E-01             7.69763067E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             7.75944238E+03             1.93816656E+05            -1.40804306E+02             1.82708203E+03             1.00308419E+06             5.66167688E+05            -1.89227203E+05             1.92255625E+05             6.07133789E+02            -2.46102617E+04             9.66339000E+05             5.71640875E+05            -3.19290500E+05             7.00154141E+04            -9.10172754E+03             2.24679517E+03             3.19542406E+05             3.80334025E+06            -5.32565508E+04             6.03150664E+04            -8.09018359E+03             1.80631677E+03             2.94805000E+05             3.14958000E+06            -4.37984102E+04             6.40654180E+04            -9.28724707E+03             1.92451819E+03             3.17668812E+05             3.35299325E+06            -5.09362852E+04             1.20163555E+01             1.31519817E-04             3.94752212E-02             5.55155820E+04             7.38693848E-02             8.55761766E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.7000  1.00000000E+00             1.19478970E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.39492077E-01            -5.51933125E-02            -1.48579165E-01            -1.00367039E-01            -2.57063836E-01             2.29054600E-01             0.00000000E+00             4.78133559E-01             7.78998435E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             7.85417285E+03             1.93825172E+05            -1.42430038E+02             1.82443921E+03             1.00292775E+06             5.67324312E+05            -1.89814266E+05             1.92264312E+05             6.08748047E+02            -2.46092031E+04             9.66105312E+05             5.72833875E+05            -3.19769250E+05             7.00288047E+04            -9.10269727E+03             2.24754028E+03             3.19608406E+05             3.80436700E+06            -5.32568008E+04             6.03079414E+04            -8.09117773E+03             1.80602441E+03             2.94889375E+05             3.14912775E+06            -4.37854609E+04             6.40677070E+04            -9.28330078E+03             1.92468079E+03             3.17367125E+05             3.35319900E+06            -5.09380508E+04             1.20165615E+01             1.33118607E-04             3.94755974E-02             5.55155820E+04             7.47828782E-02             8.66329521E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.7100  1.00000000E+00             1.19478931E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.41817075E-01            -5.54257147E-02            -1.48962468E-01            -1.00549497E-01            -2.58726925E-01             2.30080083E-01             0.00000000E+00             4.82889056E-01             7.88054019E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             7.94711035E+03             1.93833312E+05            -1.44068375E+02             1.82175818E+03             1.00277306E+06             5.68449562E+05            -1.90357797E+05             1.92272625E+05             6.10346680E+02            -2.46080938E+04             9.65879562E+05             5.73995375E+05            -3.20204500E+05             7.00417422E+04            -9.10363477E+03             2.24826001E+03             3.19672438E+05             3.80536600E+06            -5.32569180E+04             6.03012344E+04            -8.09218066E+03             1.80575122E+03             2.94974125E+05             3.14870350E+06            -4.37718359E+04             6.40696523E+04            -9.27938086E+03             1.92483044E+03             3.17069094E+05             3.35338475E+06            -5.09385547E+04             1.20167656E+01             1.34686939E-04             3.94759178E-02             5.55155820E+04             7.56794438E-02             8.76700953E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.7200  1.00000000E+00             1.19478912E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.44146663E-01            -5.56579717E-02            -1.49345875E-01            -1.00729145E-01            -2.60392308E-01             2.31106326E-01             0.00000000E+00             4.87695813E-01             7.96767846E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.03641992E+03             1.93841188E+05            -1.45708771E+02             1.81943323E+03             1.00262575E+06             5.69670438E+05            -1.90938438E+05             1.92280734E+05             6.11937500E+02            -2.46065586E+04             9.65655875E+05             5.75253125E+05            -3.20675750E+05             7.00554531E+04            -9.10463379E+03             2.24902002E+03             3.19739156E+05             3.80641675E+06            -5.32577969E+04             6.02937227E+04            -8.09306348E+03             1.80543604E+03             2.95052438E+05             3.14821975E+06            -4.37586953E+04             6.40713711E+04            -9.27559668E+03             1.92496680E+03             3.16781719E+05             3.35355100E+06            -5.09395781E+04             1.20169516E+01             1.36194227E-04             3.94763015E-02             5.55155820E+04             7.65411779E-02             8.86669904E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.7300  1.00000000E+00             1.19478874E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.46480840E-01            -5.58900759E-02            -1.49729252E-01            -1.00905985E-01            -2.62059897E-01             2.32133299E-01             0.00000000E+00             4.92557794E-01             8.05809125E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.12904395E+03             1.93848516E+05            -1.47245514E+02             1.81701135E+03             1.00247750E+06             5.70844938E+05            -1.91555031E+05             1.92288297E+05             6.13629883E+02            -2.46050059E+04             9.65426688E+05             5.76465000E+05            -3.21182000E+05             7.00685625E+04            -9.10558691E+03             2.24975439E+03             3.19804844E+05             3.80743100E+06            -5.32580078E+04             6.02859531E+04            -8.09397754E+03             1.80511597E+03             2.95133062E+05             3.14772350E+06            -4.37448867E+04             6.40734062E+04            -9.27180566E+03             1.92512158E+03             3.16492219E+05             3.35374600E+06            -5.09410312E+04             1.20171356E+01             1.37757612E-04             3.94765809E-02             5.55155820E+04             7.74348080E-02             8.97008106E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.7400  1.00000000E+00             1.19478855E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.48819607E-01            -5.61220124E-02            -1.50112510E-01            -1.01080000E-01            -2.63729602E-01             2.33160958E-01             0.00000000E+00             4.97407466E-01             8.07457119E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.14625049E+03             1.93854656E+05            -1.48582886E+02             1.81829077E+03             1.00247438E+06             5.72166250E+05            -1.91689125E+05             1.92295188E+05             6.15483398E+02            -2.45995840E+04             9.65406688E+05             5.77820375E+05            -3.21228000E+05             7.00823281E+04            -9.10666602E+03             2.25044556E+03             3.19862688E+05             3.80842250E+06            -5.32652070E+04             6.02810625E+04            -8.09384326E+03             1.80485962E+03             2.95127906E+05             3.14736200E+06            -4.37410508E+04             6.40706953E+04            -9.27105273E+03             1.92496423E+03             3.16435906E+05             3.35352750E+06            -5.09384297E+04             1.20172949E+01             1.38043702E-04             3.94767895E-02             5.55155820E+04             7.75989518E-02             8.98897722E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.7500  1.00000000E+00             1.19478817E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.51162934E-01            -5.63537739E-02            -1.50495544E-01            -1.01251207E-01            -2.65401423E-01             2.34189302E-01             0.00000000E+00             5.02273023E-01             8.09768289E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.16984863E+03             1.93860547E+05            -1.49689880E+02             1.81945422E+03             1.00245738E+06             5.73466375E+05            -1.92036203E+05             1.92301828E+05             6.17566406E+02            -2.45942031E+04             9.65344062E+05             5.79156375E+05            -3.21482750E+05             7.00959062E+04            -9.10770410E+03             2.25113867E+03             3.19920875E+05             3.80940650E+06            -5.32716133E+04             6.02744648E+04            -8.09366992E+03             1.80453406E+03             2.95123562E+05             3.14688925E+06            -4.37350391E+04             6.40696406E+04            -9.27014355E+03             1.92489514E+03             3.16364594E+05             3.35343525E+06            -5.09374414E+04             1.20174484E+01             1.38438292E-04             3.94769795E-02             5.55155820E+04             7.78250620E-02             9.01505351E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.7600  1.00000000E+00             1.19478798E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.53510821E-01            -5.65853491E-02            -1.50878325E-01            -1.01419576E-01            -2.67075300E-01             2.35218287E-01             0.00000000E+00             5.07126272E-01             8.09169412E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.16407910E+03             1.93865578E+05            -1.50909760E+02             1.82179016E+03             1.00249212E+06             5.74785562E+05            -1.92032094E+05             1.92307766E+05             6.19521484E+02            -2.45875039E+04             9.65380562E+05             5.80508625E+05            -3.21396000E+05             7.01092266E+04            -9.10874707E+03             2.25178809E+03             3.19973531E+05             3.81034700E+06            -5.32804609E+04             6.02703359E+04            -8.09319727E+03             1.80429688E+03             2.95091281E+05             3.14656275E+06            -4.37335977E+04             6.40654844E+04            -9.27028418E+03             1.92464746E+03             3.16377469E+05             3.35309625E+06            -5.09355547E+04             1.20175896E+01             1.38335643E-04             3.94770764E-02             5.55155820E+04             7.77674019E-02             9.00826976E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.7700  1.00000000E+00             1.19478760E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.55863237E-01            -5.68167269E-02            -1.51260808E-01            -1.01585120E-01            -2.68751115E-01             2.36247882E-01             0.00000000E+00             5.12053251E-01             8.17171633E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.24554004E+03             1.93871312E+05            -1.52226303E+02             1.82032385E+03             1.00235975E+06             5.76077938E+05            -1.92805656E+05             1.92313906E+05             6.21416992E+02            -2.45846309E+04             9.65145812E+05             5.81840375E+05            -3.22056500E+05             7.01228438E+04            -9.10973730E+03             2.25254834E+03             3.20040188E+05             3.81139925E+06            -5.32818906E+04             6.02602734E+04            -8.09369092E+03             1.80386108E+03             2.95148531E+05             3.14590500E+06            -4.37191523E+04             6.40677148E+04            -9.26699023E+03             1.92480908E+03             3.16126375E+05             3.35330400E+06            -5.09363789E+04             1.20177145E+01             1.39711599E-04             3.94774228E-02             5.55155820E+04             7.85537362E-02             9.09926072E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.7800  1.00000000E+00             1.19478741E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.58220184E-01            -5.70478924E-02            -1.51642978E-01            -1.01747826E-01            -2.70428896E-01             2.37278119E-01             0.00000000E+00             5.17052233E-01             8.27830806E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.35504688E+03             1.93876859E+05            -1.54247208E+02             1.81678784E+03             1.00216994E+06             5.77272062E+05            -1.93271719E+05             1.92319562E+05             6.22625000E+02            -2.45837461E+04             9.64896375E+05             5.83071125E+05            -3.22404500E+05             7.01355547E+04            -9.11062012E+03             2.25329639E+03             3.20107188E+05             3.81241725E+06            -5.32802422E+04             6.02529961E+04            -8.09491357E+03             1.80359619E+03             2.95253562E+05             3.14547275E+06            -4.37040117E+04             6.40678398E+04            -9.26218750E+03             1.92491003E+03             3.15771625E+05             3.35339650E+06            -5.09351367E+04             1.20178251E+01             1.41563185E-04             3.94778289E-02             5.55155820E+04             7.96120688E-02             9.22176763E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.7900  1.00000000E+00             1.19478703E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.60581630E-01            -5.72788417E-02            -1.52024865E-01            -1.01907693E-01            -2.72108525E-01             2.38308921E-01             0.00000000E+00             5.22181273E-01             8.45841020E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.53905078E+03             1.93883312E+05            -1.56468735E+02             1.81013550E+03             1.00184462E+06             5.78550812E+05            -1.94388859E+05             1.92325719E+05             6.23661133E+02            -2.45860352E+04             9.64424125E+05             5.84392250E+05            -3.23377000E+05             7.01495781E+04            -9.11155566E+03             2.25419604E+03             3.20190812E+05             3.81360750E+06            -5.32728750E+04             6.02403633E+04            -8.09697363E+03             1.80315015E+03             2.95437625E+05             3.14473750E+06            -4.36765820E+04             6.40729727E+04            -9.25444238E+03             1.92533337E+03             3.15191781E+05             3.35391925E+06            -5.09374883E+04             1.20179186E+01             1.44677440E-04             3.94785218E-02             5.55155820E+04             8.13917890E-02             9.42784548E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.8000  1.00000000E+00             1.19478683E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.62947607E-01            -5.75095639E-02            -1.52406514E-01            -1.02064706E-01            -2.73789972E-01             2.39340276E-01             0.00000000E+00             5.27339637E-01             8.55098516E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.63428125E+03             1.93887797E+05            -1.58547119E+02             1.80729785E+03             1.00168406E+06             5.79828500E+05            -1.94722250E+05             1.92330438E+05             6.24793945E+02            -2.45842324E+04             9.64221875E+05             5.85706250E+05            -3.23594250E+05             7.01626094E+04            -9.11246973E+03             2.25495264E+03             3.20257406E+05             3.81464250E+06            -5.32725742E+04             6.02334453E+04            -8.09801611E+03             1.80289050E+03             2.95529188E+05             3.14432175E+06            -4.36634453E+04             6.40713711E+04            -9.25014160E+03             1.92533203E+03             3.14879125E+05             3.35387650E+06            -5.09354258E+04             1.20179977E+01             1.46288046E-04             3.94789167E-02             5.55155820E+04             8.23126882E-02             9.53445360E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.8100  1.00000000E+00             1.19478645E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.65318084E-01            -5.77400438E-02            -1.52788013E-01            -1.02218866E-01            -2.75473118E-01             2.40372166E-01             0.00000000E+00             5.32503068E-01             8.58747214E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.67153418E+03             1.93891062E+05            -1.59969330E+02             1.80800244E+03             1.00163369E+06             5.81291000E+05            -1.95090344E+05             1.92334438E+05             6.26541016E+02            -2.45787070E+04             9.64123750E+05             5.87206000E+05            -3.23858250E+05             7.01767578E+04            -9.11351465E+03             2.25570801E+03             3.20319469E+05             3.81570250E+06            -5.32781289E+04             6.02250820E+04            -8.09789648E+03             1.80250635E+03             2.95537031E+05             3.14375175E+06            -4.36545469E+04             6.40688633E+04            -9.24849512E+03             1.92522559E+03             3.14760656E+05             3.35371275E+06            -5.09336250E+04             1.20180531E+01             1.46917184E-04             3.94792221E-02             5.55155820E+04             8.26719925E-02             9.57602859E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.8200  1.00000000E+00             1.19478626E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.67693031E-01            -5.79702705E-02            -1.53169453E-01            -1.02370173E-01            -2.77157933E-01             2.41404593E-01             0.00000000E+00             5.37633479E-01             8.56294036E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.64640430E+03             1.93892766E+05            -1.61018005E+02             1.81151306E+03             1.00168375E+06             5.82702312E+05            -1.95122156E+05             1.92337281E+05             6.28628906E+02            -2.45701445E+04             9.64171062E+05             5.88651875E+05            -3.23802750E+05             7.01897500E+04            -9.11449121E+03             2.25634302E+03             3.20367000E+05             3.81662000E+06            -5.32882969E+04             6.02191680E+04            -8.09687109E+03             1.80218213E+03             2.95470281E+05             3.14330125E+06            -4.36535781E+04             6.40634961E+04            -9.24930176E+03             1.92491638E+03             3.14828219E+05             3.35328625E+06            -5.09296445E+04             1.20180979E+01             1.46489780E-04             3.94792706E-02             5.55155820E+04             8.24282840E-02             9.54776406E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.8300  1.00000000E+00             1.19478588E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.70072478E-01            -5.82002364E-02            -1.53550953E-01            -1.02518611E-01            -2.78844357E-01             2.42437497E-01             0.00000000E+00             5.42742193E-01             8.53066593E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.61293359E+03             1.93893781E+05            -1.61750076E+02             1.81579663E+03             1.00175069E+06             5.84162250E+05            -1.95319500E+05             1.92339547E+05             6.31025391E+02            -2.45606777E+04             9.64212438E+05             5.90148000E+05            -3.23912750E+05             7.02029219E+04            -9.11547852E+03             2.25698145E+03             3.20414219E+05             3.81755125E+06            -5.32993438E+04             6.02114961E+04            -8.09553857E+03             1.80176929E+03             2.95385062E+05             3.14272500E+06            -4.36528477E+04             6.40590078E+04            -9.25062012E+03             1.92464075E+03             3.14930406E+05             3.35291775E+06            -5.09276719E+04             1.20181189E+01             1.45921949E-04             3.94793414E-02             5.55155820E+04             8.21037218E-02             9.51015204E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.8400  1.00000000E+00             1.19478569E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.72456396E-01            -5.84299341E-02            -1.53932661E-01            -1.02664195E-01            -2.80532300E-01             2.43470907E-01             0.00000000E+00             5.47936022E-01             8.61447528E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.69846094E+03             1.93895750E+05            -1.63324921E+02             1.81406213E+03             1.00160775E+06             5.85519438E+05            -1.95945219E+05             1.92341938E+05             6.32642578E+02            -2.45572676E+04             9.63988062E+05             5.91544625E+05            -3.24419000E+05             7.02158203E+04            -9.11635645E+03             2.25773901E+03             3.20479125E+05             3.81858125E+06            -5.32997031E+04             6.02010938E+04            -8.09607812E+03             1.80134656E+03             2.95451031E+05             3.14206325E+06            -4.36366602E+04             6.40584961E+04            -9.24696191E+03             1.92469604E+03             3.14662656E+05             3.35295550E+06            -5.09270156E+04             1.20181217E+01             1.47370854E-04             3.94797213E-02             5.55155820E+04             8.29308480E-02             9.60595682E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
     3.8500  1.00000000E+00             1.19478531E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             4.74844813E-01            -5.86593449E-02            -1.54314712E-01            -1.02806903E-01            -2.82221705E-01             2.44504750E-01             0.00000000E+00             5.53214490E-01             8.73646513E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             8.82325391E+03             1.93897516E+05            -1.65205170E+02             1.81033020E+03             1.00140025E+06             5.86819250E+05            -1.96642891E+05             1.92343875E+05             6.33971680E+02            -2.45557715E+04             9.63690250E+05             5.92884625E+05            -3.24987250E+05             7.02282656E+04            -9.11717676E+03             2.25852002E+03             3.20549375E+05             3.81962075E+06            -5.32962773E+04             6.01902305E+04            -8.09726074E+03             1.80093945E+03             2.95568000E+05             3.14141575E+06            -4.36167852E+04             6.40587266E+04            -9.24170605E+03             1.92483618E+03             3.14276938E+05             3.35309075E+06            -5.09252773E+04             1.20180960E+01             1.49486077E-04             3.94802503E-02             5.55155820E+04             8.41380507E-02             9.74580944E-02             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
