
Predictions were generated on 21-Aug-2026 at 11:05:06 using AeroDyn_driver, compiled on Jun 03 2026 at 10:12:24 as a 64-bit application using single precision at commit Unversioned from 02847314dfdc4069d70b8b493e37b12b810a11e2
 AeroDyn



 Time        Case        HWindSpeedX HWindSpeedY HWindSpeedZ ShearExp    PtfmSurge   PtfmSway    PtfmHeave   PtfmRoll    PtfmPitch   PtfmYaw     Yaw         Azimuth     RotSpeed    BldPitch1   BldPitch2   BldPitch3   RtAeroPwr   RtAeroFxh   RtAeroFyh   RtAeroFzh   RtAeroMxh   RtAeroMyh   RtAeroMzh   RtAeroFxi   RtAeroFyi   RtAeroFzi   RtAeroMxi   RtAeroMyi   RtAeroMzi   B1AeroFx    B1AeroFy    B1AeroFz    B1AeroMx    B1AeroMy    B1AeroMz    B2AeroFx    B2AeroFy    B2AeroFz    B2AeroMx    B2AeroMy    B2AeroMz    B3AeroFx    B3AeroFy    B3AeroFz    B3AeroMx    B3AeroMy    B3AeroMz    RtVAvgxh    RtFldCp     RtFldCt     RtArea      RtSpeed     RtTSR       TwN1Fby     TwN1Fbx     TwN1Fbz     TwN1Mby     TwN1Mbx     TwN1Mbz    
 (s)         (-)         (m/s)       (m/s)       (m/s)       (-)         (m)         (m)         (m)         (deg)       (deg)       (deg)       (deg)       (deg)       (rpm)       (deg)       (deg)       (deg)       (W)         (N)         (N)         (N)         (N-m)       (N-m)       (N-m)       (N)         (N)         (N)         (N-m)       (N-m)       (N-m)       (N)         (N)         (N)         (N-m)       (N-m)       (N-m)       (N)         (N)         (N)         (N-m)       (N-m)       (N-m)       (N)         (N)         (N)         (N-m)       (N-m)       (N-m)       (m/s)       (-)         (-)         (m^2)       (rpm)       (-)         INVALID     INVALID     INVALID     INVALID     INVALID     INVALID    
    32.7700  1.00000000E+00             1.19416914E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.81372738E+00             1.91554546E-01            -1.45439148E-01             2.19583079E-01             6.71476603E-01            -5.02944924E-02             0.00000000E+00             2.79489258E+02             5.08335495E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52200920E+07             1.72497438E+06             4.29308350E+03            -5.05104834E+03             2.85563240E+07            -2.99401550E+06             9.29911875E+05             1.70448800E+06            -4.75704688E+03            -2.65101469E+05             2.86986020E+07             4.03112000E+05            -1.23302300E+06             5.45633562E+05            -1.27329883E+05             3.34499453E+04             9.20542100E+06             4.49493160E+07             1.92486094E+05             5.99914188E+05            -1.33295172E+05             3.56490703E+04             9.29020600E+06             4.83391280E+07             1.91850484E+05             5.87242625E+05            -1.32446828E+05             3.48700391E+04             9.16963500E+06             4.72965880E+07             1.88627812E+05             1.11429815E+01             3.23513180E-01             4.08562750E-01             5.55155938E+04             5.08963156E+00             6.35837460E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.7800  1.00000000E+00             1.19416924E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.81191206E+00             1.91931382E-01            -1.45615771E-01             2.19946399E-01             6.74746335E-01            -5.04153259E-02             0.00000000E+00             2.80077179E+02             5.08479404E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52267660E+07             1.72563450E+06             4.22783936E+03            -5.08042529E+03             2.85608040E+07            -2.98957675E+06             9.68903062E+05             1.70512775E+06            -4.74696875E+03            -2.65282969E+05             2.87039680E+07             4.10308000E+05            -1.22874700E+06             5.45908500E+05            -1.27359227E+05             3.34659258E+04             9.20708000E+06             4.49711440E+07             1.92485047E+05             6.00393875E+05            -1.33333406E+05             3.56780820E+04             9.29373900E+06             4.83782200E+07             1.91882031E+05             5.87151125E+05            -1.32443109E+05             3.48675508E+04             9.16877200E+06             4.72921000E+07             1.88556516E+05             1.11438780E+01             3.23576897E-01             4.08653289E-01             5.55155938E+04             5.09106445E+00             6.35965347E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.7900  1.00000000E+00             1.19416933E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.81008577E+00             1.92311764E-01            -1.45788774E-01             2.20309332E-01             6.78014696E-01            -5.05364090E-02             0.00000000E+00             2.80767303E+02             5.08675098E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52345190E+07             1.72647025E+06             4.14525098E+03            -5.10500195E+03             2.85644020E+07            -2.98234150E+06             1.01331969E+06             1.70594275E+06            -4.72728906E+03            -2.65481031E+05             2.87083900E+07             4.17696000E+05            -1.22481300E+06             5.46269125E+05            -1.27392000E+05             3.34871445E+04             9.20887200E+06             4.49999200E+07             1.92484125E+05             6.00961062E+05            -1.33364578E+05             3.57124609E+04             9.29677500E+06             4.84245680E+07             1.91878547E+05             5.87063125E+05            -1.32433250E+05             3.48663477E+04             9.16741000E+06             4.72888720E+07             1.88472453E+05             1.11446972E+01             3.23670268E-01             4.08791125E-01             5.55155938E+04             5.09301519E+00             6.36162233E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.8000  1.00000000E+00             1.19416943E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.80824757E+00             1.92695647E-01            -1.45958170E-01             2.20671862E-01             6.81281686E-01            -5.06577343E-02             0.00000000E+00             2.81455963E+02             5.08869934E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52426260E+07             1.72731938E+06             4.06468994E+03            -5.13285010E+03             2.85687020E+07            -2.97545950E+06             1.05832250E+06             1.70677038E+06            -4.71177344E+03            -2.65683875E+05             2.87136720E+07             4.25572000E+05            -1.21991300E+06             5.46633875E+05            -1.27425461E+05             3.35084219E+04             9.21067200E+06             4.50289080E+07             1.92482641E+05             6.01535625E+05            -1.33400938E+05             3.57476289E+04             9.30034300E+06             4.84718120E+07             1.91895516E+05             5.86976875E+05            -1.32425281E+05             3.48652500E+04             9.16619800E+06             4.72858400E+07             1.88406297E+05             1.11455269E+01             3.23770195E-01             4.08931285E-01             5.55155938E+04             5.09495831E+00             6.36357594E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.8100  1.00000000E+00             1.19416943E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.80639839E+00             1.93082988E-01            -1.46123916E-01             2.21034050E-01             6.84547067E-01            -5.07792979E-02             0.00000000E+00             2.82035095E+02             5.09009027E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52493810E+07             1.72797325E+06             4.00015259E+03            -5.15628711E+03             2.85735900E+07            -2.96967525E+06             1.09585375E+06             1.70740400E+06            -4.69919531E+03            -2.65864250E+05             2.87194240E+07             4.31788000E+05            -1.21581600E+06             5.46918250E+05            -1.27458109E+05             3.35248555E+04             9.21256700E+06             4.50513600E+07             1.92490641E+05             6.01999000E+05            -1.33438766E+05             3.57754062E+04             9.30371200E+06             4.85094160E+07             1.91935828E+05             5.86886188E+05            -1.32425859E+05             3.48629609E+04             9.16565600E+06             4.72815120E+07             1.88345328E+05             1.11464682E+01             3.23831677E-01             4.09017026E-01             5.55155938E+04             5.09634447E+00             6.36476946E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.8200  1.00000000E+00             1.19416952E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.80453777E+00             1.93473741E-01            -1.46286026E-01             2.21395895E-01             6.87811077E-01            -5.09011000E-02             0.00000000E+00             2.82601807E+02             5.09141684E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52558740E+07             1.72859762E+06             3.93763892E+03            -5.17981201E+03             2.85783420E+07            -2.96378025E+06             1.13257738E+06             1.70800825E+06            -4.68807812E+03            -2.66041500E+05             2.87250520E+07             4.37828000E+05            -1.21163700E+06             5.47192875E+05            -1.27489344E+05             3.35407500E+04             9.21439700E+06             4.50730320E+07             1.92505625E+05             6.02446812E+05            -1.33476391E+05             3.58022461E+04             9.30703800E+06             4.85456840E+07             1.91963625E+05             5.86791188E+05            -1.32425984E+05             3.48602891E+04             9.16508000E+06             4.72767600E+07             1.88292156E+05             1.11474228E+01             3.23886305E-01             4.09094721E-01             5.55155938E+04             5.09766674E+00             6.36587524E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.8300  1.00000000E+00             1.19416962E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.80266619E+00             1.93867862E-01            -1.46444514E-01             2.21757457E-01             6.91073537E-01            -5.10231294E-02             0.00000000E+00             2.82998077E+02             5.09187794E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52603090E+07             1.72890875E+06             3.89787012E+03            -5.20976172E+03             2.85840880E+07            -2.96089175E+06             1.15921562E+06             1.70830112E+06            -4.69340625E+03            -2.66182750E+05             2.87316180E+07             4.42636000E+05            -1.20791800E+06             5.47332625E+05            -1.27517273E+05             3.35484883E+04             9.21620300E+06             4.50837920E+07             1.92529344E+05             6.02735812E+05            -1.33521094E+05             3.58187188E+04             9.31058900E+06             4.85683680E+07             1.92015734E+05             5.86674938E+05            -1.32430812E+05             3.48556953E+04             9.16529900E+06             4.72696800E+07             1.88287234E+05             1.11485214E+01             3.23884726E-01             4.09087747E-01             5.55155938E+04             5.09812355E+00             6.36581898E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.8400  1.00000000E+00             1.19416971E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.80078316E+00             1.94265321E-01            -1.46599427E-01             2.22118720E-01             6.94334447E-01            -5.11453860E-02             0.00000000E+00             2.83549957E+02             5.09312773E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52665290E+07             1.72949350E+06             3.82975464E+03            -5.23887842E+03             2.85887540E+07            -2.95435325E+06             1.19516062E+06             1.70886688E+06            -4.69145312E+03            -2.66349438E+05             2.87371320E+07             4.48716000E+05            -1.20392100E+06             5.47604875E+05            -1.27550391E+05             3.35639766E+04             9.21812600E+06             4.51050360E+07             1.92548438E+05             6.03164750E+05            -1.33557984E+05             3.58444297E+04             9.31385200E+06             4.86031240E+07             1.92060328E+05             5.86561188E+05            -1.32422469E+05             3.48528555E+04             9.16463300E+06             4.72643240E+07             1.88218078E+05             1.11495028E+01             3.23931158E-01             4.09154028E-01             5.55155938E+04             5.09936905E+00             6.36681318E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.8500  1.00000000E+00             1.19416981E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.79888916E+00             1.94666058E-01            -1.46750793E-01             2.22479746E-01             6.97593689E-01            -5.12678698E-02             0.00000000E+00             2.84016632E+02             5.09394550E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52707380E+07             1.72973262E+06             3.73220117E+03            -5.32480371E+03             2.85920700E+07            -2.94716675E+06             1.23094838E+06             1.70909412E+06            -4.75982031E+03            -2.66443750E+05             2.87411720E+07             4.59420000E+05            -1.20065900E+06             5.47807062E+05            -1.27580805E+05             3.35752773E+04             9.21995000E+06             4.51206560E+07             1.92563875E+05             6.03517000E+05            -1.33599719E+05             3.58651289E+04             9.31732700E+06             4.86312920E+07             1.92116656E+05             5.86247750E+05            -1.32350297E+05             3.48483984E+04             9.16265300E+06             4.72529760E+07             1.88018812E+05             1.11505585E+01             3.23928446E-01             4.09133136E-01             5.55155938E+04             5.10018349E+00             6.36722708E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.8600  1.00000000E+00             1.19416990E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.79698420E+00             1.95070043E-01            -1.46898672E-01             2.22840533E-01             7.00851381E-01            -5.13905697E-02             0.00000000E+00             2.84725861E+02             5.09599257E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52548600E+07             1.72827625E+06             2.73127271E+03            -6.68199707E+03             2.85508960E+07            -2.90938600E+06             1.33436088E+06             1.70772425E+06            -6.26917969E+03            -2.65762375E+05             2.86997780E+07             5.29900000E+05            -1.20028300E+06             5.48201438E+05            -1.27612422E+05             3.35981133E+04             9.22150800E+06             4.51517840E+07             1.92554797E+05             6.04092000E+05            -1.33632391E+05             3.59002812E+04             9.32054500E+06             4.86785400E+07             1.92123812E+05             5.83822500E+05            -1.30725438E+05             3.48404961E+04             9.12034300E+06             4.71907400E+07             1.85913906E+05             1.11514273E+01             3.23516011E-01             4.08724934E-01             5.55155938E+04             5.10222816E+00             6.36928368E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.8700  1.00000000E+00             1.19417000E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.79506826E+00             1.95477217E-01            -1.47043109E-01             2.23201081E-01             7.04107463E-01            -5.15134856E-02             0.00000000E+00             2.85338928E+02             5.09755087E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52625570E+07             1.72904238E+06             2.67009375E+03            -6.69721289E+03             2.85565980E+07            -2.90242275E+06             1.37271488E+06             1.70846550E+06            -6.25509375E+03            -2.65981781E+05             2.87067360E+07             5.34876000E+05            -1.19371400E+06             5.48531000E+05            -1.27647000E+05             3.36169727E+04             9.22344200E+06             4.51776400E+07             1.92568812E+05             6.04584062E+05            -1.33672312E+05             3.59302656E+04             9.32424400E+06             4.87189360E+07             1.92163828E+05             5.83770625E+05            -1.30735922E+05             3.48391289E+04             9.12021000E+06             4.71881840E+07             1.85896906E+05             1.11523838E+01             3.23595971E-01             4.08836037E-01             5.55155938E+04             5.10378313E+00             6.37067842E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.8800  1.00000000E+00             1.19417000E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.79314184E+00             1.95887536E-01            -1.47184178E-01             2.23561451E-01             7.07361877E-01            -5.16366139E-02             0.00000000E+00             2.86030823E+02             5.09950781E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52706850E+07             1.72993338E+06             2.59972388E+03            -6.70852979E+03             2.85608680E+07            -2.89357125E+06             1.41489050E+06             1.70933038E+06            -6.23437500E+03            -2.66218250E+05             2.87123520E+07             5.39544000E+05            -1.18645700E+06             5.48920375E+05            -1.27679367E+05             3.36392734E+04             9.22500200E+06             4.52081640E+07             1.92546547E+05             6.05138000E+05            -1.33705422E+05             3.59640156E+04             9.32742500E+06             4.87643400E+07             1.92173938E+05             5.83722438E+05            -1.30741039E+05             3.48383945E+04             9.11957100E+06             4.71863640E+07             1.85858328E+05             1.11532984E+01             3.23688656E-01             4.08979595E-01             5.55155938E+04             5.10573769E+00             6.37259579E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.8900  1.00000000E+00             1.19417019E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.79120398E+00             1.96300969E-01            -1.47321939E-01             2.23921597E-01             7.10614622E-01            -5.17599471E-02             0.00000000E+00             2.86612946E+02             5.10090685E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52780500E+07             1.73064575E+06             2.54344458E+03            -6.72256250E+03             2.85668340E+07            -2.88658250E+06             1.45107075E+06             1.71001825E+06            -6.22122656E+03            -2.66431156E+05             2.87195760E+07             5.43872000E+05            -1.17989500E+06             5.49231562E+05            -1.27713797E+05             3.36569570E+04             9.22694600E+06             4.52324200E+07             1.92565094E+05             6.05597250E+05            -1.33746469E+05             3.59919180E+04             9.33114500E+06             4.88019160E+07             1.92219438E+05             5.83667750E+05            -1.30754023E+05             3.48366953E+04             9.11966900E+06             4.71834240E+07             1.85846469E+05             1.11543064E+01             3.23756963E-01             4.09074068E-01             5.55155938E+04             5.10713339E+00             6.37376118E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.9000  1.00000000E+00             1.19417019E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.78925610E+00             1.96717456E-01            -1.47456452E-01             2.24281549E-01             7.13865638E-01            -5.18834814E-02             0.00000000E+00             2.87075684E+02             5.10170078E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52837270E+07             1.73113025E+06             2.50307324E+03            -6.73679346E+03             2.85730220E+07            -2.88153425E+06             1.47977738E+06             1.71048025E+06            -6.21303125E+03            -2.66613062E+05             2.87268520E+07             5.47004000E+05            -1.17447500E+06             5.49444250E+05            -1.27745477E+05             3.36687344E+04             9.22884700E+06             4.52487720E+07             1.92576078E+05             6.05940062E+05            -1.33789141E+05             3.60120742E+04             9.33467400E+06             4.88293160E+07             1.92285734E+05             5.83598875E+05            -1.30771828E+05             3.48333984E+04             9.12021900E+06             4.71786360E+07             1.85867453E+05             1.11554041E+01             3.23781669E-01             4.09108102E-01             5.55155938E+04             5.10792446E+00             6.37412167E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.9100  1.00000000E+00             1.19417028E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.78729677E+00             1.97136983E-01            -1.47587806E-01             2.24641308E-01             7.17114866E-01            -5.20072170E-02             0.00000000E+00             2.87636078E+02             5.10298824E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52902920E+07             1.73178150E+06             2.45287207E+03            -6.74610693E+03             2.85781080E+07            -2.87455775E+06             1.51348200E+06             1.71110725E+06            -6.19589844E+03            -2.66819188E+05             2.87331760E+07             5.49936000E+05            -1.16799400E+06             5.49733000E+05            -1.27775180E+05             3.36849961E+04             9.23041800E+06             4.52711200E+07             1.92585453E+05             6.06363875E+05            -1.33825578E+05             3.60374102E+04             9.33785200E+06             4.88636480E+07             1.92308719E+05             5.83540438E+05            -1.30785711E+05             3.48312617E+04             9.12036800E+06             4.71752200E+07             1.85864016E+05             1.11564474E+01             3.23829889E-01             4.09185469E-01             5.55155938E+04             5.10920906E+00             6.37512875E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.9200  1.00000000E+00             1.19417038E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.78532743E+00             1.97559521E-01            -1.47716030E-01             2.25000829E-01             7.20362425E-01            -5.21311499E-02             0.00000000E+00             2.87990387E+02             5.10323191E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.52944460E+07             1.73205750E+06             2.42925195E+03            -6.76162354E+03             2.85845260E+07            -2.87160225E+06             1.53574250E+06             1.71136225E+06            -6.19241406E+03            -2.66975250E+05             2.87406000E+07             5.52152000E+05            -1.16313350E+06             5.49852938E+05            -1.27802570E+05             3.36913086E+04             9.23217600E+06             4.52800400E+07             1.92612203E+05             6.06602625E+05            -1.33870891E+05             3.60506680E+04             9.34132000E+06             4.88820560E+07             1.92401266E+05             5.83459000E+05            -1.30808203E+05             3.48264336E+04             9.12134200E+06             4.71686320E+07             1.85891328E+05             1.11576262E+01             3.23815227E-01             4.09164190E-01             5.55155938E+04             5.10944986E+00             6.37475538E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.9300  1.00000000E+00             1.19417057E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.78334713E+00             1.97984993E-01            -1.47841200E-01             2.25360125E-01             7.23608136E-01            -5.22552691E-02             0.00000000E+00             2.88748169E+02             5.10551786E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.53039720E+07             1.73309462E+06             2.35314966E+03            -6.76508936E+03             2.85895580E+07            -2.86018725E+06             1.58013850E+06             1.71237175E+06            -6.16344531E+03            -2.67233188E+05             2.87471440E+07             5.55324000E+05            -1.15486600E+06             5.50319562E+05            -1.27839297E+05             3.37179258E+04             9.23391300E+06             4.53165080E+07             1.92598266E+05             6.07207938E+05            -1.33903359E+05             3.60881328E+04             9.34465100E+06             4.89322200E+07             1.92417047E+05             5.83428875E+05            -1.30817414E+05             3.48275781E+04             9.12111300E+06             4.71690800E+07             1.85877203E+05             1.11585646E+01             3.23935151E-01             4.09340352E-01             5.55155938E+04             5.11173248E+00             6.37706614E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.9400  1.00000000E+00             1.19417057E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.78135681E+00             1.98413402E-01            -1.47963375E-01             2.25719169E-01             7.26852059E-01            -5.23795821E-02             0.00000000E+00             2.89158051E+02             5.10604143E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.53090750E+07             1.73348562E+06             2.32032397E+03            -6.77946777E+03             2.85961840E+07            -2.85558375E+06             1.60558275E+06             1.71274100E+06            -6.15789062E+03            -2.67403344E+05             2.87548520E+07             5.57764000E+05            -1.14953200E+06             5.50496312E+05            -1.27870891E+05             3.37274180E+04             9.23584700E+06             4.53298040E+07             1.92620047E+05             6.07498812E+05            -1.33948703E+05             3.61048945E+04             9.34826700E+06             4.89551640E+07             1.92462828E+05             5.83354125E+05            -1.30838484E+05             3.48236680E+04             9.12197700E+06             4.71635240E+07             1.85900688E+05             1.11597347E+01             3.23941231E-01             4.09346789E-01             5.55155938E+04             5.11225176E+00             6.37704611E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.9500  1.00000000E+00             1.19417067E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.77935600E+00             1.98844686E-01            -1.48082569E-01             2.26077914E-01             7.30094075E-01            -5.25040738E-02             0.00000000E+00             2.90118683E+02             5.10935116E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.53214660E+07             1.73491450E+06             2.20836890E+03            -6.77719727E+03             2.86008380E+07            -2.83933600E+06             1.66093912E+06             1.71414000E+06            -6.12158594E+03            -2.67705250E+05             2.87613720E+07             5.61088000E+05            -1.13895250E+06             5.51150500E+05            -1.27923531E+05             3.37642461E+04             9.23773400E+06             4.53804440E+07             1.92617656E+05             6.08284875E+05            -1.33976688E+05             3.61542578E+04             9.35161400E+06             4.90209680E+07             1.92448859E+05             5.83349438E+05            -1.30841594E+05             3.48278984E+04             9.12119000E+06             4.71674040E+07             1.85853109E+05             1.11605968E+01             3.24128330E-01             4.09620941E-01             5.55155938E+04             5.11555719E+00             6.38067579E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.9600  1.00000000E+00             1.19417076E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.77734470E+00             1.99278817E-01            -1.48198843E-01             2.26436347E-01             7.33334303E-01            -5.26287481E-02             0.00000000E+00             2.90449646E+02             5.10947418E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.53253310E+07             1.73514775E+06             2.18900391E+03            -6.79062158E+03             2.86073960E+07            -2.83631275E+06             1.68119388E+06             1.71435250E+06            -6.11707031E+03            -2.67856250E+05             2.87689400E+07             5.62332000E+05            -1.13409700E+06             5.51256438E+05            -1.27950617E+05             3.37696211E+04             9.23946500E+06             4.53881320E+07             1.92630609E+05             6.08495625E+05            -1.34022266E+05             3.61657070E+04             9.35503200E+06             4.90369520E+07             1.92529422E+05             5.83266875E+05            -1.30866625E+05             3.48228320E+04             9.12238300E+06             4.71606240E+07             1.85890953E+05             1.11618242E+01             3.24103177E-01             4.09585953E-01             5.55155938E+04             5.11567450E+00             6.38012028E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.9700  1.00000000E+00             1.19417086E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.77532291E+00             1.99715763E-01            -1.48312211E-01             2.26794422E-01             7.36572683E-01            -5.27535975E-02             0.00000000E+00             2.91347717E+02             5.11246443E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.53375710E+07             1.73648038E+06             2.08314722E+03            -6.78681982E+03             2.86135540E+07            -2.82055100E+06             1.73210188E+06             1.71565650E+06            -6.08419531E+03            -2.68142844E+05             2.87768800E+07             5.64452000E+05            -1.12418200E+06             5.51871875E+05            -1.28008633E+05             3.38043086E+04             9.24182600E+06             4.54358480E+07             1.92655141E+05             6.09222562E+05            -1.34054375E+05             3.62113633E+04             9.35863500E+06             4.90978320E+07             1.92515203E+05             5.83263438E+05            -1.30876594E+05             3.48271328E+04             9.12233400E+06             4.71645840E+07             1.85875938E+05             1.11627779E+01             3.24278861E-01             4.09830421E-01             5.55155938E+04             5.11865854E+00             6.38329697E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.9800  1.00000000E+00             1.19417105E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.77329111E+00             2.00155497E-01            -1.48422673E-01             2.27152064E-01             7.39809096E-01            -5.28786145E-02             0.00000000E+00             2.91481750E+02             5.11159182E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.53391850E+07             1.73636175E+06             2.08357153E+03            -6.80625879E+03             2.86214780E+07            -2.82053650E+06             1.74220500E+06             1.71552100E+06            -6.09336719E+03            -2.68242094E+05             2.87854180E+07             5.66164000E+05            -1.12201050E+06             5.51826250E+05            -1.28036570E+05             3.38006914E+04             9.24410600E+06             4.54313480E+07             1.92728297E+05             6.09258438E+05            -1.34107672E+05             3.62114688E+04             9.36232800E+06             4.90988160E+07             1.92638281E+05             5.83153875E+05            -1.30907492E+05             3.48189727E+04             9.12403400E+06             4.71542240E+07             1.85939938E+05             1.11641245E+01             3.24195653E-01             4.09703612E-01             5.55155938E+04             5.11777973E+00             6.38143158E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
    32.9900  1.00000000E+00             1.19417114E+01             0.00000000E+00             0.00000000E+00             5.99999987E-02             6.77124929E+00             2.00597972E-01            -1.48530230E-01             2.27509260E-01             7.43043661E-01            -5.30038029E-02             0.00000000E+00             2.92282806E+02             5.11408901E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             1.53494470E+07             1.73747388E+06             2.00795081E+03            -6.80139844E+03             2.86266980E+07            -2.80771975E+06             1.78623475E+06             1.71660412E+06            -6.05707031E+03            -2.68513438E+05             2.87924520E+07             5.65992000E+05            -1.11183275E+06             5.52332875E+05            -1.28075102E+05             3.38296641E+04             9.24554300E+06             4.54710080E+07             1.92708312E+05             6.09882438E+05            -1.34138234E+05             3.62502383E+04             9.36550900E+06             4.91507200E+07             1.92639578E+05             5.83140438E+05            -1.30922234E+05             3.48220977E+04             9.12443600E+06             4.71567840E+07             1.85942594E+05             1.11651649E+01             3.24321806E-01             4.09889549E-01             5.55155938E+04             5.12026978E+00             6.38394165E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00             0.00000000E+00
