! ------------ AirfoilInfo v1.01.x Input File 32 --------------------------------
!Generated by airfoilprep.py
! line
! line
! ------------------------------------------------------------------------------
"DEFAULT" 	InterpOrd         ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1.000000  	NonDimArea        ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
0         	NumCoords         ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
"unused"  	BL_file           ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
1         	NumTabs           ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
4.500000  	Re                ! Reynolds number in millions
1         	Ctrl              ! Control setting (must be 0 for current AirfoilInfo)
True      	InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-3.277023 	alpha0            ! 0-lift angle of attack, depends on airfoil.
9.438887  	alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-6.440017 	alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1.000000  	eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
7.580988  	C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
"DEFAULT" 	T_f0        ! Initial value of the time constant associated with Df in the expression of Df and f. [default = 3]
"DEFAULT" 	T_V0        ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
"DEFAULT" 	T_p         ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
"DEFAULT" 	T_VL        ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
"DEFAULT" 	b1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
"DEFAULT" 	b2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
"DEFAULT" 	b5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
"DEFAULT" 	A1          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
"DEFAULT" 	A2          ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
"DEFAULT" 	A5          ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0.000000  	S1          ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000  	S2          ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000  	S3          ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0.000000  	S4          ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.682483  	Cn1         ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-0.418506 	Cn2         ! As Cn1 for negative AOAs. 
"DEFAULT" 	St_sh       ! Strouhal's shedding frequency constant.  [default = 0.19]
0.012094  	Cd0         ! 2D drag coefficient value at 0-lift.
-0.095808 	Cm0         ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0.000000  	k0          ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
0.000000  	k1          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000  	k2          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000  	k3          ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
0.000000  	k1_hat      ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
"DEFAULT" 	x_cp_bar    ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"DEFAULT" 	UACutout    ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT" 	filtCutOff  ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
180       	NumAlf      ! Number of data lines in the following table
!    Alpha	     Cl		     Cd              Cm
!    (deg)           (-)             (-)             (-)
-180.000000	  0.000000	  0.010000	  0.000000
-175.000000	  0.195879	  0.010000	  0.200000
-170.000000	  0.390862	  0.012835	  0.400000
-165.000000	  0.586740	  0.077686	  0.350000
-160.000000	  0.782619	  0.165724	  0.493737
-155.000000	  0.978498	  0.274301	  0.544257
-150.000000	  0.966348	  0.400148	  0.520137
-145.000000	  0.916949	  0.539477	  0.501082
-140.000000	  0.870925	  0.688097	  0.495797
-135.000000	  0.821486	  0.841543	  0.499277
-130.000000	  0.763838	  0.995206	  0.508506
-125.000000	  0.696879	  1.144474	  0.519667
-120.000000	  0.618711	  1.284881	  0.530789
-115.000000	  0.530439	  1.412221	  0.540829
-110.000000	  0.433064	  1.522695	  0.548773
-105.000000	  0.329376	  1.613028	  0.552732
-100.000000	  0.198854	  1.680545	  0.531129
-95.000000	  0.057853	  1.723272	  0.528711
-90.000000	 -0.065241	  1.740000	  0.520366
-85.000000	 -0.189168	  1.723272	  0.504098
-80.000000	 -0.308334	  1.680545	  0.482875
-75.000000	 -0.423397	  1.613028	  0.457670
-70.000000	 -0.531469	  1.522695	  0.429469
-65.000000	 -0.630521	  1.412221	  0.399258
-60.000000	 -0.717625	  1.284881	  0.367128
-55.000000	 -0.791646	  1.144474	  0.334955
-50.000000	 -0.848761	  0.995206	  0.301911
-45.000000	 -0.887802	  0.841543	  0.269834
-40.000000	 -0.904948	  0.688097	  0.239626
-35.000000	 -0.900624	  0.539477	  0.209440
-30.000000	 -0.922416	  0.400148	  0.179993
-28.000000	 -0.930532	  0.352124	  0.167140
-26.000000	 -0.928763	  0.304099	  0.154287
-25.000000	 -0.926798	  0.280245	  0.146592
-24.000000	 -0.877646	  0.262167	  0.121912
-22.000000	 -0.779406	  0.226327	  0.070016
-20.190000	 -0.690611	  0.194094	  0.023619
-20.000000	 -0.686815	  0.192663	  0.023031
-18.000000	 -0.653199	  0.179658	  0.022599
-17.180000	 -0.645773	  0.174666	  0.022927
-16.000000	 -0.622441	  0.164927	  0.020940
-14.170000	 -0.594729	  0.150047	  0.018335
-14.000000	 -0.591278	  0.148690	  0.017766
-13.500000	 -0.577044	  0.143930	  0.015303
-13.000000	 -0.562706	  0.139171	  0.012840
-12.500000	 -0.548472	  0.134411	  0.010377
-12.160000	 -0.537661	  0.131183	  0.008630
-12.000000	 -0.531504	  0.129569	  0.007665
-11.500000	 -0.510077	  0.124541	  0.004508
-11.000000	 -0.488651	  0.119513	  0.001352
-10.500000	 -0.467224	  0.114485	 -0.001804
-10.150000	 -0.451643	  0.111044	 -0.004032
-10.000000	 -0.459044	  0.105234	 -0.006882
 -9.500000	 -0.482568	  0.086024	 -0.016417
 -9.000000	 -0.506092	  0.066814	 -0.025953
 -8.500000	 -0.529617	  0.047603	 -0.035489
 -8.260000	 -0.540509	  0.038491	 -0.040000
 -8.000000	 -0.516768	  0.036287	 -0.042865
 -7.500000	 -0.469865	  0.032406	 -0.048158
 -7.000000	 -0.422961	  0.028524	 -0.053452
 -6.500000	 -0.376058	  0.024643	 -0.058746
 -6.240000	 -0.351668	  0.022647	 -0.061478
 -6.000000	 -0.325013	  0.021334	 -0.064836
 -5.500000	 -0.269480	  0.018710	 -0.071733
 -5.000000	 -0.214051	  0.016086	 -0.078630
 -4.500000	 -0.158518	  0.013462	 -0.085528
 -4.210000	 -0.126249	  0.011940	 -0.089528
 -4.000000	 -0.097876	  0.011973	 -0.090942
 -3.500000	 -0.030219	  0.012056	 -0.094307
 -3.000000	  0.037543	  0.012140	 -0.097673
 -2.500000	  0.105305	  0.012223	 -0.101038
 -2.180000	  0.148606	  0.012276	 -0.103190
 -2.000000	  0.172697	  0.012293	 -0.104078
 -1.500000	  0.239410	  0.012337	 -0.106520
 -1.000000	  0.306123	  0.012381	 -0.108961
 -0.500000	  0.372732	  0.012425	 -0.111403
 -0.140000	  0.420765	  0.012457	 -0.113161
  0.000000	  0.439445	  0.012479	 -0.113783
  0.500000	  0.505949	  0.012571	 -0.115995
  1.000000	  0.572454	  0.012663	 -0.118206
  1.500000	  0.639063	  0.012754	 -0.120418
  1.900000	  0.692267	  0.012828	 -0.122188
  2.000000	  0.705318	  0.012844	 -0.122544
  2.500000	  0.770469	  0.012930	 -0.124238
  3.000000	  0.835725	  0.013017	 -0.125923
  3.500000	  0.900876	  0.013103	 -0.127608
  3.930000	  0.956906	  0.013177	 -0.129056
  4.000000	  0.965895	  0.013199	 -0.129230
  4.500000	  1.029995	  0.013359	 -0.130439
  5.000000	  1.094096	  0.013520	 -0.131641
  5.500000	  1.158197	  0.013682	 -0.132844
  5.970000	  1.218452	  0.013834	 -0.133974
  6.000000	  1.222245	  0.013845	 -0.134033
  6.500000	  1.285363	  0.014034	 -0.135016
  7.000000	  1.348585	  0.014222	 -0.136000
  7.500000	  1.411600	  0.014412	 -0.136941
  8.000000	  1.474406	  0.014602	 -0.137858
  8.010000	  1.475660	  0.014605	 -0.137876
  8.500000	  1.536462	  0.014928	 -0.138324
  9.000000	  1.598402	  0.015258	 -0.138767
  9.500000	  1.660133	  0.015591	 -0.139176
 10.000000	  1.721552	  0.015924	 -0.139557
 10.050000	  1.727684	  0.015965	 -0.139594
 10.500000	  1.779112	  0.016334	 -0.139539
 11.000000	  1.836151	  0.016826	 -0.139473
